Percentage,Accuracy,Sensibility,Specificity,Dice
0.01,0.690301450615982,0.46627877561345815,0.753280306876516,0.5277296104992973
0.05,0.5593418892787336,0.5748039463698457,0.5963896880464827,0.6307859686197848
0.1,0.9221226165038567,0.31378699721730335,0.9555705985220285,0.4066970818457418
0.15,0.454007405512162,0.6543384771059955,0.5473571388277768,0.7181045852228854
0.2,0.5921761188475522,0.5191500126486213,0.6411462740452417,0.6189439508073301
0.25,0.6528474586102375,0.7098406273716166,0.7404411349918204,0.7453903170541923
0.3,0.8603417057996945,0.5920060713382241,0.9101032323574209,0.6431996113186447
0.35,0.7844380515895039,0.8244371363521377,0.8551475150899758,0.8374662726455098
0.4,0.8368778426439034,0.8244371363521377,0.8900434365656907,0.8374662726455098
0.5,0.915847444852889,0.7917530989122186,0.9480115078693518,0.8236612212654133
