Percentage,Accuracy,Sensibility,Specificity,Dice
0.01,0.5232234329051023,0.2606857679661813,0.6275394206087276,0.3736555512826816
0.05,0.38470163878130126,0.6041803663691874,0.40388094364992055,0.6804741512041272
0.1,0.41276053346384495,0.6506223579145138,0.41342134213421344,0.7196094519202199
0.15,0.5023766273100828,0.6195514325974636,0.5496332966629996,0.7168165741370099
0.2,0.5540622411815764,0.709429309534993,0.6021941082997189,0.7873343405750521
0.25,0.5253876094992518,0.77444809769845,0.5593142647598093,0.83133201052012
0.3,0.51598332801039,0.7651831845937059,0.5490771299352157,0.8252186524826125
0.35,0.5833685791512103,0.8680248943165806,0.6165872142769833,0.8819990477302737
0.4,0.6308354006998799,0.7424377642085487,0.6859613739151693,0.8160135296805133
0.5,0.6531427982066312,0.828933771723814,0.698038137147048,0.8579435693199259
