Percentage,Accuracy,Sensibility,Specificity,Dice
0.01,0.6140929829930488,0.3038029487479522,0.7019775649794802,0.4318109336805089
0.05,0.4297088366209453,0.4190576488025587,0.5017039671682626,0.5718848368055577
0.1,0.5012308290920167,0.39904828769794837,0.5832098495212038,0.5548293124280287
0.15,0.5677331506111922,0.5943521335517591,0.6260859097127223,0.7145755128068512
0.2,0.6222340368501167,0.4426359310398627,0.7069439124487005,0.6002040706817013
0.25,0.613765055575635,0.6188626257898432,0.6747184678522572,0.7175523735939484
0.3,0.6081404214301616,0.6952336375692332,0.6606095759233926,0.7821245071762063
0.35,0.642334228369445,0.7260589749590451,0.6934632010943912,0.8105775385315812
0.4,0.6355018196605415,0.8550783992511116,0.6665083447332422,0.8925018921320212
0.5,0.6692692653694787,0.756466963101646,0.7181592339261286,0.8174734638609923
