Percentage,Accuracy,Sensibility,Specificity,Dice
0.01,0.7222286237707087,0.32483120780195046,0.8133244746063008,0.46747750301572855
0.05,0.5337336706597267,0.5963690922730682,0.6781134075251722,0.7158180963960135
0.1,0.46006076001873686,0.3418754688672168,0.562344082449438,0.4067468785491145
0.15,0.5707015257350048,0.37458364591147786,0.709213867071637,0.4929439483580414
0.2,0.6494623339843144,0.505086271567892,0.7727894707701556,0.6123307599722235
0.25,0.4582015879680519,0.6732483120780195,0.6016467740787319,0.7675763609186533
0.3,0.5592580530226804,0.6013803450862716,0.7005955912013858,0.72189236834064
0.35,0.5084378443774822,0.611072768192048,0.6547848990342405,0.7350815570822202
0.4,0.497823742565805,0.4721080270067517,0.6440389467606324,0.6212195133619683
0.5,0.5726690993961645,0.6339984996249062,0.7128380355772805,0.7391584874831274
